starttime	seconds	ctime	dtime	ttime	wait
Mon Mar 21 16:24:53 2022	1647854693	0	1701	1701	1701
Mon Mar 21 16:24:52 2022	1647854692	0	1702	1702	1702
Mon Mar 21 16:24:45 2022	1647854685	1	1703	1704	1703
Mon Mar 21 16:24:43 2022	1647854683	3	1701	1705	1701
Mon Mar 21 16:24:52 2022	1647854692	0	1706	1706	1705
Mon Mar 21 16:24:48 2022	1647854688	0	1707	1707	1706
Mon Mar 21 16:24:52 2022	1647854692	0	1707	1707	1707
Mon Mar 21 16:24:53 2022	1647854693	0	1711	1711	1710
Mon Mar 21 16:24:52 2022	1647854692	0	1712	1712	1711
Mon Mar 21 16:24:56 2022	1647854696	0	1716	1716	1715
Mon Mar 21 16:24:52 2022	1647854692	0	1716	1717	1716
Mon Mar 21 16:24:53 2022	1647854693	0	1718	1719	1718
Mon Mar 21 16:24:52 2022	1647854692	0	1719	1719	1719
Mon Mar 21 16:24:53 2022	1647854693	0	1721	1721	1720
Mon Mar 21 16:24:55 2022	1647854695	0	1720	1721	1720
Mon Mar 21 16:24:47 2022	1647854687	0	1721	1721	1720
Mon Mar 21 16:24:53 2022	1647854693	0	1721	1721	1720
Mon Mar 21 16:24:52 2022	1647854692	0	1721	1721	1721
Mon Mar 21 16:24:43 2022	1647854683	3	1719	1722	1718
Mon Mar 21 16:24:53 2022	1647854693	0	1722	1722	1722
Mon Mar 21 16:24:53 2022	1647854693	0	1723	1723	1722
Mon Mar 21 16:24:52 2022	1647854692	0	1723	1723	1723
Mon Mar 21 16:24:53 2022	1647854693	0	1723	1723	1723
Mon Mar 21 16:24:52 2022	1647854692	0	1724	1724	1723
Mon Mar 21 16:24:52 2022	1647854692	0	1725	1725	1724
Mon Mar 21 16:24:52 2022	1647854692	0	1726	1726	1725
Mon Mar 21 16:24:52 2022	1647854692	0	1727	1727	1727
Mon Mar 21 16:24:52 2022	1647854692	0	1729	1729	1728
Mon Mar 21 16:24:43 2022	1647854683	3	1726	1729	1725
Mon Mar 21 16:24:53 2022	1647854693	0	1730	1730	1729
Mon Mar 21 16:24:49 2022	1647854689	0	1730	1731	1730
Mon Mar 21 16:24:56 2022	1647854696	0	1732	1732	1731
