starttime	seconds	ctime	dtime	ttime	wait
Mon Mar 21 16:24:53 2022	1647854693	0	1733	1734	1733
Mon Mar 21 16:24:56 2022	1647854696	0	1735	1735	1734
Mon Mar 21 16:24:52 2022	1647854692	0	1742	1742	1741
Mon Mar 21 16:24:48 2022	1647854688	0	1743	1743	1742
Mon Mar 21 16:24:49 2022	1647854689	0	1743	1743	1742
Mon Mar 21 16:24:53 2022	1647854693	0	1744	1745	1744
Mon Mar 21 16:25:08 2022	1647854708	0	1747	1748	1747
Mon Mar 21 16:24:53 2022	1647854693	0	1749	1749	1748
Mon Mar 21 16:24:56 2022	1647854696	0	1751	1751	1750
Mon Mar 21 16:24:45 2022	1647854685	0	1752	1753	1752
Mon Mar 21 16:24:43 2022	1647854683	3	1751	1754	1750
Mon Mar 21 16:24:52 2022	1647854692	0	1754	1754	1753
Mon Mar 21 16:24:53 2022	1647854693	0	1754	1754	1753
Mon Mar 21 16:24:47 2022	1647854687	0	1754	1754	1754
Mon Mar 21 16:24:48 2022	1647854688	0	1755	1755	1754
Mon Mar 21 16:24:55 2022	1647854695	0	1758	1758	1758
Mon Mar 21 16:24:52 2022	1647854692	0	1758	1759	1758
Mon Mar 21 16:24:56 2022	1647854696	0	1759	1759	1758
Mon Mar 21 16:24:52 2022	1647854692	0	1765	1765	1764
Mon Mar 21 16:24:53 2022	1647854693	0	1766	1766	1766
Mon Mar 21 16:24:52 2022	1647854692	0	1767	1768	1767
Mon Mar 21 16:24:43 2022	1647854683	3	1766	1769	1766
Mon Mar 21 16:24:52 2022	1647854692	0	1769	1770	1769
Mon Mar 21 16:24:53 2022	1647854693	0	1770	1770	1769
Mon Mar 21 16:24:43 2022	1647854683	3	1769	1772	1768
Mon Mar 21 16:24:53 2022	1647854693	0	1772	1772	1771
Mon Mar 21 16:24:53 2022	1647854693	0	1773	1773	1772
Mon Mar 21 16:24:53 2022	1647854693	0	1774	1774	1773
Mon Mar 21 16:24:53 2022	1647854693	0	1776	1776	1775
Mon Mar 21 16:24:53 2022	1647854693	0	1778	1778	1777
Mon Mar 21 16:24:45 2022	1647854685	0	1778	1779	1778
Mon Mar 21 16:24:52 2022	1647854692	0	1779	1779	1779
Mon Mar 21 16:24:52 2022	1647854692	0	1785	1785	1784
Mon Mar 21 16:24:52 2022	1647854692	0	1787	1787	1786
Mon Mar 21 16:24:55 2022	1647854695	0	1788	1788	1787
Mon Mar 21 16:24:48 2022	1647854688	0	1790	1790	1789
Mon Mar 21 16:24:53 2022	1647854693	0	1791	1792	1791
Mon Mar 21 16:24:53 2022	1647854693	0	1794	1794	1794
Mon Mar 21 16:24:52 2022	1647854692	0	1799	1799	1798
Mon Mar 21 16:24:53 2022	1647854693	0	1799	1799	1798
Mon Mar 21 16:24:52 2022	1647854692	0	1800	1800	1799
Mon Mar 21 16:24:52 2022	1647854692	0	1803	1803	1802
Mon Mar 21 16:24:43 2022	1647854683	3	1800	1804	1800
Mon Mar 21 16:24:53 2022	1647854693	0	1810	1810	1809
Mon Mar 21 16:24:52 2022	1647854692	0	1811	1811	1811
Mon Mar 21 16:24:53 2022	1647854693	0	1812	1812	1811
Mon Mar 21 16:24:53 2022	1647854693	0	1812	1813	1812
Mon Mar 21 16:24:57 2022	1647854697	0	1812	1813	1812
Mon Mar 21 16:24:52 2022	1647854692	0	1815	1815	1814
Mon Mar 21 16:24:52 2022	1647854692	0	1823	1824	1823
Mon Mar 21 16:24:43 2022	1647854683	3	1822	1825	1821
Mon Mar 21 16:24:45 2022	1647854685	0	1826	1826	1825
Mon Mar 21 16:24:53 2022	1647854693	0	1826	1826	1826
Mon Mar 21 16:24:52 2022	1647854692	0	1828	1828	1828
Mon Mar 21 16:24:56 2022	1647854696	0	1829	1829	1828
Mon Mar 21 16:24:53 2022	1647854693	0	1831	1831	1830
Mon Mar 21 16:24:53 2022	1647854693	0	1846	1846	1845
Mon Mar 21 16:24:53 2022	1647854693	0	1846	1846	1845
Mon Mar 21 16:24:52 2022	1647854692	0	1854	1854	1854
Mon Mar 21 16:24:53 2022	1647854693	0	1862	1862	1861
Mon Mar 21 16:24:53 2022	1647854693	0	1909	1909	1908
Mon Mar 21 16:24:53 2022	1647854693	0	1917	1917	1917
Mon Mar 21 16:24:43 2022	1647854683	3	1921	1924	1921
Mon Mar 21 16:24:43 2022	1647854683	3	1931	1935	1931
Mon Mar 21 16:24:43 2022	1647854683	0	1941	1941	1940
Mon Mar 21 16:24:53 2022	1647854693	0	1959	1960	1959
Mon Mar 21 16:24:43 2022	1647854683	3	2001	2004	2001
Mon Mar 21 16:24:53 2022	1647854693	0	2029	2029	2028
Mon Mar 21 16:24:43 2022	1647854683	3	2044	2047	2044
Mon Mar 21 16:24:43 2022	1647854683	3	2047	2050	2046
Mon Mar 21 16:24:43 2022	1647854683	0	2074	2074	2074
Mon Mar 21 16:24:43 2022	1647854683	3	2084	2087	2083
Mon Mar 21 16:24:43 2022	1647854683	3	2121	2124	2120
Mon Mar 21 16:24:43 2022	1647854683	3	2128	2131	2127
Mon Mar 21 16:24:43 2022	1647854683	3	2165	2168	2164
