starttime	seconds	ctime	dtime	ttime	wait
Tue Mar 22 14:20:01 2022	1647933601	0	3096	3096	3096
Tue Mar 22 14:20:18 2022	1647933618	0	3098	3098	3097
Tue Mar 22 14:20:10 2022	1647933610	0	3098	3098	3097
Tue Mar 22 14:20:01 2022	1647933601	0	3098	3098	3097
Tue Mar 22 14:20:44 2022	1647933644	0	3098	3098	3098
Tue Mar 22 14:20:06 2022	1647933606	0	3099	3099	3098
Tue Mar 22 14:20:10 2022	1647933610	0	3099	3099	3099
Tue Mar 22 14:20:14 2022	1647933614	0	3100	3100	3099
Tue Mar 22 14:20:01 2022	1647933601	0	3100	3100	3099
Tue Mar 22 14:20:16 2022	1647933616	0	3100	3100	3099
Tue Mar 22 14:19:52 2022	1647933592	0	3100	3100	3100
Tue Mar 22 14:19:54 2022	1647933594	0	3101	3101	3100
Tue Mar 22 14:20:22 2022	1647933622	0	3101	3101	3100
Tue Mar 22 14:20:06 2022	1647933606	0	3101	3101	3101
Tue Mar 22 14:20:13 2022	1647933613	0	3101	3101	3100
Tue Mar 22 14:20:01 2022	1647933601	0	3101	3102	3101
Tue Mar 22 14:20:06 2022	1647933606	0	3102	3102	3101
Tue Mar 22 14:20:18 2022	1647933618	0	3102	3102	3101
Tue Mar 22 14:20:19 2022	1647933619	0	3102	3102	3102
Tue Mar 22 14:20:03 2022	1647933603	0	3103	3103	3102
Tue Mar 22 14:20:03 2022	1647933603	0	3103	3103	3103
Tue Mar 22 14:19:52 2022	1647933592	0	3103	3104	3103
Tue Mar 22 14:20:08 2022	1647933608	0	3103	3104	3103
Tue Mar 22 14:20:20 2022	1647933620	0	3104	3104	3104
Tue Mar 22 14:20:17 2022	1647933617	0	3105	3105	3104
Tue Mar 22 14:19:52 2022	1647933592	0	3105	3105	3105
Tue Mar 22 14:20:21 2022	1647933621	0	3105	3105	3105
Tue Mar 22 14:20:08 2022	1647933608	0	3105	3105	3104
Tue Mar 22 14:20:14 2022	1647933614	0	3106	3106	3105
Tue Mar 22 14:20:11 2022	1647933611	0	3106	3106	3106
Tue Mar 22 14:20:13 2022	1647933613	0	3107	3107	3106
Tue Mar 22 14:20:19 2022	1647933619	0	3107	3108	3107
Tue Mar 22 14:20:01 2022	1647933601	0	3108	3108	3108
Tue Mar 22 14:20:21 2022	1647933621	0	3108	3108	3108
Tue Mar 22 14:19:56 2022	1647933596	0	3108	3108	3108
Tue Mar 22 14:20:11 2022	1647933611	0	3108	3109	3108
Tue Mar 22 14:20:19 2022	1647933619	0	3108	3109	3107
Tue Mar 22 14:20:22 2022	1647933622	0	3109	3109	3108
Tue Mar 22 14:19:55 2022	1647933595	0	3109	3109	3109
Tue Mar 22 14:20:21 2022	1647933621	0	3109	3110	3109
Tue Mar 22 14:20:06 2022	1647933606	0	3110	3110	3109
Tue Mar 22 14:19:42 2022	1647933582	3	3108	3111	3108
Tue Mar 22 14:20:01 2022	1647933601	0	3111	3111	3111
Tue Mar 22 14:20:19 2022	1647933619	0	3112	3112	3111
Tue Mar 22 14:19:49 2022	1647933589	0	3112	3112	3111
Tue Mar 22 14:19:59 2022	1647933599	0	3112	3112	3111
Tue Mar 22 14:20:21 2022	1647933621	0	3112	3112	3111
Tue Mar 22 14:20:07 2022	1647933607	0	3112	3112	3112
Tue Mar 22 14:20:07 2022	1647933607	0	3112	3113	3112
Tue Mar 22 14:20:07 2022	1647933607	0	3113	3113	3112
Tue Mar 22 14:19:42 2022	1647933582	2	3111	3113	3111
Tue Mar 22 14:19:44 2022	1647933584	0	3114	3114	3114
Tue Mar 22 14:19:56 2022	1647933596	0	3115	3115	3114
Tue Mar 22 14:19:54 2022	1647933594	0	3115	3115	3114
Tue Mar 22 14:19:52 2022	1647933592	0	3116	3116	3115
Tue Mar 22 14:20:18 2022	1647933618	0	3116	3116	3115
Tue Mar 22 14:20:13 2022	1647933613	0	3116	3116	3116
Tue Mar 22 14:20:44 2022	1647933644	0	3117	3117	3117
Tue Mar 22 14:20:06 2022	1647933606	0	3117	3118	3117
Tue Mar 22 14:20:01 2022	1647933601	0	3118	3118	3117
Tue Mar 22 14:20:13 2022	1647933613	0	3118	3118	3117
Tue Mar 22 14:20:24 2022	1647933624	0	3118	3118	3117
Tue Mar 22 14:19:55 2022	1647933595	0	3119	3119	3118
Tue Mar 22 14:20:01 2022	1647933601	0	3119	3119	3118
Tue Mar 22 14:19:58 2022	1647933598	0	3119	3119	3118
Tue Mar 22 14:19:53 2022	1647933593	0	3120	3120	3119
Tue Mar 22 14:20:08 2022	1647933608	0	3120	3120	3119
Tue Mar 22 14:20:21 2022	1647933621	0	3120	3120	3119
Tue Mar 22 14:19:44 2022	1647933584	0	3120	3120	3120
Tue Mar 22 14:20:03 2022	1647933603	0	3121	3121	3120
Tue Mar 22 14:19:52 2022	1647933592	0	3121	3121	3120
Tue Mar 22 14:20:21 2022	1647933621	0	3121	3121	3120
Tue Mar 22 14:20:19 2022	1647933619	0	3122	3122	3121
Tue Mar 22 14:20:16 2022	1647933616	0	3122	3122	3121
Tue Mar 22 14:20:10 2022	1647933610	0	3122	3122	3121
Tue Mar 22 14:19:52 2022	1647933592	0	3122	3122	3121
Tue Mar 22 14:20:22 2022	1647933622	0	3122	3122	3122
Tue Mar 22 14:19:49 2022	1647933589	0	3122	3123	3122
Tue Mar 22 14:20:15 2022	1647933615	0	3123	3123	3123
Tue Mar 22 14:19:58 2022	1647933598	0	3123	3123	3122
Tue Mar 22 14:20:21 2022	1647933621	0	3123	3123	3122
Tue Mar 22 14:20:17 2022	1647933617	0	3123	3123	3123
Tue Mar 22 14:20:13 2022	1647933613	0	3123	3123	3123
Tue Mar 22 14:20:21 2022	1647933621	0	3123	3124	3123
Tue Mar 22 14:20:14 2022	1647933614	0	3123	3124	3123
Tue Mar 22 14:19:58 2022	1647933598	0	3124	3124	3122
Tue Mar 22 14:20:19 2022	1647933619	0	3124	3124	3123
Tue Mar 22 14:20:21 2022	1647933621	0	3123	3124	3123
Tue Mar 22 14:20:13 2022	1647933613	0	3124	3125	3124
Tue Mar 22 14:20:01 2022	1647933601	0	3125	3125	3124
Tue Mar 22 14:19:55 2022	1647933595	0	3125	3125	3124
Tue Mar 22 14:20:22 2022	1647933622	0	3126	3126	3125
Tue Mar 22 14:19:55 2022	1647933595	0	3126	3126	3125
Tue Mar 22 14:20:09 2022	1647933609	0	3126	3126	3125
Tue Mar 22 14:19:59 2022	1647933599	0	3127	3127	3125
Tue Mar 22 14:20:11 2022	1647933611	0	3128	3128	3127
Tue Mar 22 14:20:20 2022	1647933620	0	3128	3128	3127
Tue Mar 22 14:19:50 2022	1647933590	0	3128	3129	3128
Tue Mar 22 14:20:20 2022	1647933620	0	3129	3129	3128
Tue Mar 22 14:19:55 2022	1647933595	0	3130	3130	3129
Tue Mar 22 14:20:19 2022	1647933619	0	3130	3131	3130
Tue Mar 22 14:19:49 2022	1647933589	0	3131	3131	3130
Tue Mar 22 14:19:58 2022	1647933598	0	3131	3131	3131
Tue Mar 22 14:20:07 2022	1647933607	0	3132	3132	3131
Tue Mar 22 14:19:49 2022	1647933589	0	3133	3133	3133
Tue Mar 22 14:19:44 2022	1647933584	0	3133	3134	3133
Tue Mar 22 14:19:49 2022	1647933589	0	3133	3134	3133
Tue Mar 22 14:20:03 2022	1647933603	0	3133	3134	3133
Tue Mar 22 14:20:07 2022	1647933607	0	3134	3134	3133
Tue Mar 22 14:20:10 2022	1647933610	0	3134	3134	3134
Tue Mar 22 14:20:16 2022	1647933616	0	3135	3135	3134
Tue Mar 22 14:20:11 2022	1647933611	0	3135	3135	3135
Tue Mar 22 14:20:21 2022	1647933621	0	3136	3136	3135
Tue Mar 22 14:19:59 2022	1647933599	0	3136	3136	3136
Tue Mar 22 14:20:21 2022	1647933621	0	3137	3137	3136
Tue Mar 22 14:20:19 2022	1647933619	0	3137	3137	3136
Tue Mar 22 14:20:16 2022	1647933616	0	3137	3137	3136
Tue Mar 22 14:20:15 2022	1647933615	0	3137	3137	3136
Tue Mar 22 14:20:05 2022	1647933605	0	3137	3137	3137
Tue Mar 22 14:20:19 2022	1647933619	0	3137	3138	3137
Tue Mar 22 14:19:54 2022	1647933594	0	3137	3138	3137
Tue Mar 22 14:20:21 2022	1647933621	0	3138	3138	3137
Tue Mar 22 14:20:18 2022	1647933618	0	3138	3138	3137
Tue Mar 22 14:20:20 2022	1647933620	0	3138	3138	3137
Tue Mar 22 14:20:16 2022	1647933616	0	3138	3139	3138
Tue Mar 22 14:19:53 2022	1647933593	0	3139	3139	3138
Tue Mar 22 14:20:23 2022	1647933623	0	3139	3139	3138
Tue Mar 22 14:20:11 2022	1647933611	0	3139	3139	3139
Tue Mar 22 14:20:14 2022	1647933614	0	3140	3140	3139
Tue Mar 22 14:20:15 2022	1647933615	0	3142	3142	3141
Tue Mar 22 14:19:55 2022	1647933595	0	3142	3143	3142
Tue Mar 22 14:20:17 2022	1647933617	0	3142	3143	3142
Tue Mar 22 14:20:15 2022	1647933615	0	3143	3143	3142
Tue Mar 22 14:20:13 2022	1647933613	0	3143	3143	3142
Tue Mar 22 14:20:08 2022	1647933608	1	3143	3143	3142
Tue Mar 22 14:20:15 2022	1647933615	0	3144	3145	3144
Tue Mar 22 14:20:19 2022	1647933619	0	3144	3145	3144
Tue Mar 22 14:20:13 2022	1647933613	0	3145	3145	3144
Tue Mar 22 14:20:01 2022	1647933601	0	3145	3146	3145
Tue Mar 22 14:20:13 2022	1647933613	0	3149	3149	3148
Tue Mar 22 14:20:03 2022	1647933603	0	3149	3149	3149
Tue Mar 22 14:20:20 2022	1647933620	0	3150	3150	3149
Tue Mar 22 14:20:19 2022	1647933619	0	3150	3150	3150
Tue Mar 22 14:19:58 2022	1647933598	0	3150	3151	3150
Tue Mar 22 14:20:07 2022	1647933607	0	3152	3152	3152
Tue Mar 22 14:20:20 2022	1647933620	0	3152	3153	3152
Tue Mar 22 14:20:18 2022	1647933618	0	3154	3154	3153
Tue Mar 22 14:19:54 2022	1647933594	0	3154	3154	3153
Tue Mar 22 14:20:17 2022	1647933617	0	3154	3154	3153
Tue Mar 22 14:19:59 2022	1647933599	0	3154	3154	3153
Tue Mar 22 14:19:58 2022	1647933598	0	3154	3154	3154
Tue Mar 22 14:19:59 2022	1647933599	0	3154	3154	3154
Tue Mar 22 14:20:22 2022	1647933622	0	3155	3155	3155
Tue Mar 22 14:19:49 2022	1647933589	0	3155	3156	3155
Tue Mar 22 14:20:13 2022	1647933613	0	3156	3156	3156
Tue Mar 22 14:19:49 2022	1647933589	0	3157	3157	3156
Tue Mar 22 14:20:24 2022	1647933624	0	3157	3157	3156
Tue Mar 22 14:20:08 2022	1647933608	0	3157	3157	3156
Tue Mar 22 14:20:15 2022	1647933615	0	3157	3157	3157
Tue Mar 22 14:20:20 2022	1647933620	0	3158	3158	3157
Tue Mar 22 14:20:19 2022	1647933619	0	3159	3159	3159
Tue Mar 22 14:20:15 2022	1647933615	0	3159	3159	3159
Tue Mar 22 14:20:16 2022	1647933616	0	3160	3160	3159
Tue Mar 22 14:20:09 2022	1647933609	0	3160	3160	3159
Tue Mar 22 14:19:44 2022	1647933584	0	3160	3160	3159
Tue Mar 22 14:20:02 2022	1647933602	0	3160	3160	3160
Tue Mar 22 14:20:21 2022	1647933621	0	3160	3160	3160
Tue Mar 22 14:20:14 2022	1647933614	0	3160	3161	3160
Tue Mar 22 14:20:06 2022	1647933606	0	3161	3161	3160
Tue Mar 22 14:20:01 2022	1647933601	0	3162	3162	3161
Tue Mar 22 14:19:51 2022	1647933591	0	3162	3162	3161
Tue Mar 22 14:19:58 2022	1647933598	0	3162	3162	3161
Tue Mar 22 14:19:58 2022	1647933598	0	3162	3162	3162
Tue Mar 22 14:20:25 2022	1647933625	0	3162	3163	3162
Tue Mar 22 14:20:11 2022	1647933611	0	3163	3163	3162
Tue Mar 22 14:19:49 2022	1647933589	0	3163	3163	3163
Tue Mar 22 14:19:56 2022	1647933596	0	3163	3164	3163
Tue Mar 22 14:20:18 2022	1647933618	0	3164	3164	3164
Tue Mar 22 14:20:23 2022	1647933623	0	3164	3164	3164
Tue Mar 22 14:20:07 2022	1647933607	0	3164	3164	3164
Tue Mar 22 14:20:08 2022	1647933608	0	3164	3165	3164
Tue Mar 22 14:20:18 2022	1647933618	0	3164	3165	3164
Tue Mar 22 14:20:18 2022	1647933618	0	3165	3165	3164
Tue Mar 22 14:20:18 2022	1647933618	0	3165	3165	3164
Tue Mar 22 14:19:52 2022	1647933592	0	3165	3166	3165
Tue Mar 22 14:20:17 2022	1647933617	0	3166	3166	3165
Tue Mar 22 14:20:38 2022	1647933638	0	3166	3166	3164
Tue Mar 22 14:20:22 2022	1647933622	0	3167	3167	3166
Tue Mar 22 14:20:17 2022	1647933617	0	3167	3167	3166
Tue Mar 22 14:20:19 2022	1647933619	0	3167	3167	3166
Tue Mar 22 14:19:50 2022	1647933590	0	3168	3168	3168
Tue Mar 22 14:19:46 2022	1647933586	0	3168	3168	3168
Tue Mar 22 14:20:20 2022	1647933620	0	3168	3169	3168
Tue Mar 22 14:20:04 2022	1647933604	0	3169	3169	3168
Tue Mar 22 14:19:56 2022	1647933596	0	3169	3170	3169
Tue Mar 22 14:20:21 2022	1647933621	0	3170	3170	3169
Tue Mar 22 14:19:59 2022	1647933599	0	3170	3170	3170
Tue Mar 22 14:20:22 2022	1647933622	0	3170	3171	3170
Tue Mar 22 14:20:20 2022	1647933620	0	3171	3171	3170
Tue Mar 22 14:19:46 2022	1647933586	0	3171	3171	3171
Tue Mar 22 14:20:05 2022	1647933605	0	3171	3171	3170
Tue Mar 22 14:20:19 2022	1647933619	0	3171	3172	3171
Tue Mar 22 14:20:09 2022	1647933609	0	3171	3172	3171
Tue Mar 22 14:20:13 2022	1647933613	0	3171	3172	3171
Tue Mar 22 14:20:13 2022	1647933613	0	3172	3173	3172
Tue Mar 22 14:20:13 2022	1647933613	0	3172	3173	3172
Tue Mar 22 14:20:05 2022	1647933605	0	3173	3173	3172
Tue Mar 22 14:20:15 2022	1647933615	0	3173	3173	3172
Tue Mar 22 14:19:51 2022	1647933591	0	3175	3176	3175
Tue Mar 22 14:20:21 2022	1647933621	0	3176	3177	3176
Tue Mar 22 14:20:22 2022	1647933622	0	3177	3177	3176
Tue Mar 22 14:20:19 2022	1647933619	0	3177	3177	3177
Tue Mar 22 14:20:10 2022	1647933610	0	3177	3178	3177
Tue Mar 22 14:20:20 2022	1647933620	0	3178	3178	3177
Tue Mar 22 14:20:13 2022	1647933613	0	3179	3180	3179
Tue Mar 22 14:20:24 2022	1647933624	0	3179	3180	3179
Tue Mar 22 14:19:49 2022	1647933589	0	3180	3180	3179
Tue Mar 22 14:20:11 2022	1647933611	0	3180	3180	3180
Tue Mar 22 14:20:16 2022	1647933616	0	3180	3180	3180
Tue Mar 22 14:20:13 2022	1647933613	0	3180	3181	3180
Tue Mar 22 14:20:21 2022	1647933621	0	3181	3181	3181
Tue Mar 22 14:20:22 2022	1647933622	0	3182	3182	3181
Tue Mar 22 14:20:11 2022	1647933611	0	3182	3182	3181
Tue Mar 22 14:20:21 2022	1647933621	0	3182	3182	3181
Tue Mar 22 14:20:21 2022	1647933621	0	3182	3182	3181
Tue Mar 22 14:19:42 2022	1647933582	2	3181	3182	3180
Tue Mar 22 14:19:49 2022	1647933589	0	3182	3182	3182
Tue Mar 22 14:19:58 2022	1647933598	0	3182	3183	3182
Tue Mar 22 14:20:13 2022	1647933613	0	3183	3183	3182
Tue Mar 22 14:19:49 2022	1647933589	0	3183	3183	3182
Tue Mar 22 14:20:21 2022	1647933621	0	3183	3183	3183
Tue Mar 22 14:20:17 2022	1647933617	0	3184	3184	3183
Tue Mar 22 14:19:54 2022	1647933594	0	3184	3185	3184
Tue Mar 22 14:19:54 2022	1647933594	0	3185	3185	3184
Tue Mar 22 14:20:05 2022	1647933605	0	3185	3185	3184
Tue Mar 22 14:19:55 2022	1647933595	0	3185	3185	3184
Tue Mar 22 14:20:15 2022	1647933615	0	3186	3186	3185
Tue Mar 22 14:20:17 2022	1647933617	0	3187	3188	3187
Tue Mar 22 14:19:53 2022	1647933593	0	3188	3188	3187
Tue Mar 22 14:20:11 2022	1647933611	0	3188	3188	3188
Tue Mar 22 14:20:17 2022	1647933617	0	3189	3189	3189
Tue Mar 22 14:20:23 2022	1647933623	0	3189	3189	3189
Tue Mar 22 14:20:14 2022	1647933614	0	3190	3191	3190
Tue Mar 22 14:19:44 2022	1647933584	0	3191	3192	3191
Tue Mar 22 14:20:19 2022	1647933619	0	3192	3192	3191
Tue Mar 22 14:20:17 2022	1647933617	0	3192	3192	3192
Tue Mar 22 14:19:52 2022	1647933592	0	3192	3192	3192
Tue Mar 22 14:20:04 2022	1647933604	0	3192	3193	3192
Tue Mar 22 14:20:17 2022	1647933617	0	3193	3193	3193
Tue Mar 22 14:20:03 2022	1647933603	0	3194	3194	3194
Tue Mar 22 14:19:49 2022	1647933589	0	3194	3194	3194
Tue Mar 22 14:20:20 2022	1647933620	0	3194	3194	3193
Tue Mar 22 14:20:21 2022	1647933621	0	3195	3195	3194
Tue Mar 22 14:20:23 2022	1647933623	0	3195	3195	3194
Tue Mar 22 14:20:20 2022	1647933620	0	3195	3195	3194
Tue Mar 22 14:20:23 2022	1647933623	0	3195	3195	3194
Tue Mar 22 14:20:16 2022	1647933616	0	3196	3196	3195
Tue Mar 22 14:20:21 2022	1647933621	0	3196	3197	3196
Tue Mar 22 14:20:12 2022	1647933612	0	3196	3197	3196
Tue Mar 22 14:20:24 2022	1647933624	0	3197	3197	3197
Tue Mar 22 14:20:13 2022	1647933613	0	3198	3199	3198
Tue Mar 22 14:19:47 2022	1647933587	0	3199	3199	3198
Tue Mar 22 14:20:03 2022	1647933603	0	3199	3199	3198
Tue Mar 22 14:20:10 2022	1647933610	0	3200	3200	3199
Tue Mar 22 14:20:22 2022	1647933622	1	3200	3200	3199
Tue Mar 22 14:19:50 2022	1647933590	0	3200	3200	3199
Tue Mar 22 14:20:13 2022	1647933613	0	3200	3201	3199
Tue Mar 22 14:19:54 2022	1647933594	0	3200	3201	3200
Tue Mar 22 14:20:18 2022	1647933618	0	3201	3202	3201
Tue Mar 22 14:19:53 2022	1647933593	0	3202	3202	3201
Tue Mar 22 14:20:18 2022	1647933618	0	3202	3202	3202
Tue Mar 22 14:19:54 2022	1647933594	0	3202	3202	3202
Tue Mar 22 14:19:50 2022	1647933590	0	3203	3203	3203
Tue Mar 22 14:19:54 2022	1647933594	0	3203	3203	3202
Tue Mar 22 14:20:18 2022	1647933618	0	3203	3203	3203
Tue Mar 22 14:20:20 2022	1647933620	0	3203	3204	3203
Tue Mar 22 14:20:10 2022	1647933610	0	3204	3204	3203
Tue Mar 22 14:20:11 2022	1647933611	0	3204	3204	3204
Tue Mar 22 14:20:03 2022	1647933603	0	3204	3204	3204
Tue Mar 22 14:19:54 2022	1647933594	0	3204	3205	3204
Tue Mar 22 14:20:19 2022	1647933619	0	3205	3205	3204
Tue Mar 22 14:20:20 2022	1647933620	0	3205	3205	3204
Tue Mar 22 14:20:03 2022	1647933603	0	3205	3206	3205
Tue Mar 22 14:20:14 2022	1647933614	0	3206	3206	3205
Tue Mar 22 14:20:08 2022	1647933608	0	3206	3206	3205
Tue Mar 22 14:20:05 2022	1647933605	0	3206	3206	3205
Tue Mar 22 14:20:13 2022	1647933613	0	3206	3206	3205
Tue Mar 22 14:19:58 2022	1647933598	0	3206	3206	3206
Tue Mar 22 14:19:49 2022	1647933589	0	3206	3206	3206
Tue Mar 22 14:20:16 2022	1647933616	0	3208	3208	3207
Tue Mar 22 14:20:14 2022	1647933614	0	3209	3209	3208
Tue Mar 22 14:20:11 2022	1647933611	0	3209	3209	3208
Tue Mar 22 14:20:18 2022	1647933618	0	3210	3210	3210
Tue Mar 22 14:20:22 2022	1647933622	1	3211	3212	3211
Tue Mar 22 14:19:55 2022	1647933595	0	3212	3212	3211
Tue Mar 22 14:20:09 2022	1647933609	0	3212	3212	3212
Tue Mar 22 14:20:17 2022	1647933617	0	3213	3213	3212
Tue Mar 22 14:20:17 2022	1647933617	0	3214	3214	3213
Tue Mar 22 14:20:23 2022	1647933623	0	3214	3215	3214
Tue Mar 22 14:20:22 2022	1647933622	0	3216	3216	3215
Tue Mar 22 14:19:52 2022	1647933592	0	3216	3216	3215
Tue Mar 22 14:20:20 2022	1647933620	0	3216	3217	3216
Tue Mar 22 14:20:11 2022	1647933611	0	3217	3217	3216
Tue Mar 22 14:19:44 2022	1647933584	0	3218	3218	3217
Tue Mar 22 14:20:22 2022	1647933622	0	3218	3218	3218
Tue Mar 22 14:19:54 2022	1647933594	0	3219	3219	3218
Tue Mar 22 14:19:44 2022	1647933584	0	3219	3219	3219
Tue Mar 22 14:20:09 2022	1647933609	0	3219	3219	3219
Tue Mar 22 14:20:23 2022	1647933623	0	3219	3220	3219
Tue Mar 22 14:20:13 2022	1647933613	0	3220	3220	3220
Tue Mar 22 14:20:16 2022	1647933616	0	3220	3220	3220
Tue Mar 22 14:20:19 2022	1647933619	0	3220	3220	3220
Tue Mar 22 14:20:22 2022	1647933622	0	3220	3220	3220
Tue Mar 22 14:19:49 2022	1647933589	0	3221	3221	3220
Tue Mar 22 14:20:17 2022	1647933617	0	3222	3222	3222
Tue Mar 22 14:20:10 2022	1647933610	0	3222	3223	3222
Tue Mar 22 14:20:03 2022	1647933603	0	3222	3223	3222
Tue Mar 22 14:19:59 2022	1647933599	0	3224	3224	3223
Tue Mar 22 14:20:07 2022	1647933607	0	3225	3225	3224
Tue Mar 22 14:20:11 2022	1647933611	0	3225	3225	3224
Tue Mar 22 14:20:14 2022	1647933614	0	3225	3226	3225
Tue Mar 22 14:20:03 2022	1647933603	0	3226	3226	3225
Tue Mar 22 14:20:23 2022	1647933623	0	3226	3226	3225
Tue Mar 22 14:19:57 2022	1647933597	0	3227	3227	3226
Tue Mar 22 14:19:51 2022	1647933591	0	3227	3227	3226
Tue Mar 22 14:19:49 2022	1647933589	0	3228	3228	3227
Tue Mar 22 14:20:11 2022	1647933611	0	3228	3228	3227
Tue Mar 22 14:19:53 2022	1647933593	0	3228	3228	3228
Tue Mar 22 14:19:54 2022	1647933594	0	3229	3229	3228
Tue Mar 22 14:20:23 2022	1647933623	0	3229	3229	3229
Tue Mar 22 14:20:04 2022	1647933604	0	3229	3229	3229
Tue Mar 22 14:19:49 2022	1647933589	0	3229	3230	3229
Tue Mar 22 14:20:18 2022	1647933618	0	3230	3230	3229
Tue Mar 22 14:20:23 2022	1647933623	0	3230	3230	3230
Tue Mar 22 14:19:58 2022	1647933598	0	3230	3230	3229
Tue Mar 22 14:19:50 2022	1647933590	0	3230	3230	3230
Tue Mar 22 14:20:00 2022	1647933600	0	3231	3232	3231
Tue Mar 22 14:20:13 2022	1647933613	0	3231	3232	3231
Tue Mar 22 14:20:11 2022	1647933611	0	3232	3232	3231
Tue Mar 22 14:20:20 2022	1647933620	0	3232	3232	3232
Tue Mar 22 14:20:13 2022	1647933613	0	3233	3234	3233
Tue Mar 22 14:20:09 2022	1647933609	0	3233	3234	3233
Tue Mar 22 14:20:17 2022	1647933617	0	3234	3234	3234
Tue Mar 22 14:20:20 2022	1647933620	0	3235	3235	3234
Tue Mar 22 14:20:10 2022	1647933610	0	3236	3236	3236
Tue Mar 22 14:20:05 2022	1647933605	0	3237	3237	3236
Tue Mar 22 14:20:09 2022	1647933609	0	3237	3237	3236
Tue Mar 22 14:20:07 2022	1647933607	0	3237	3238	3237
Tue Mar 22 14:19:46 2022	1647933586	0	3239	3239	3238
Tue Mar 22 14:20:13 2022	1647933613	0	3239	3239	3238
Tue Mar 22 14:20:13 2022	1647933613	0	3239	3239	3239
Tue Mar 22 14:19:50 2022	1647933590	0	3240	3240	3239
Tue Mar 22 14:20:07 2022	1647933607	0	3240	3240	3239
Tue Mar 22 14:20:19 2022	1647933619	0	3240	3240	3239
Tue Mar 22 14:19:59 2022	1647933599	0	3240	3240	3239
Tue Mar 22 14:19:53 2022	1647933593	0	3240	3240	3240
Tue Mar 22 14:20:16 2022	1647933616	0	3241	3241	3240
Tue Mar 22 14:20:09 2022	1647933609	0	3241	3241	3240
Tue Mar 22 14:20:05 2022	1647933605	0	3241	3241	3240
Tue Mar 22 14:20:09 2022	1647933609	0	3242	3242	3241
Tue Mar 22 14:19:55 2022	1647933595	0	3243	3243	3242
Tue Mar 22 14:20:18 2022	1647933618	0	3243	3243	3242
Tue Mar 22 14:19:59 2022	1647933599	0	3243	3243	3242
Tue Mar 22 14:19:55 2022	1647933595	0	3244	3244	3243
Tue Mar 22 14:20:07 2022	1647933607	0	3245	3245	3245
Tue Mar 22 14:19:54 2022	1647933594	0	3245	3246	3245
Tue Mar 22 14:20:13 2022	1647933613	0	3246	3246	3245
Tue Mar 22 14:20:21 2022	1647933621	0	3246	3246	3246
Tue Mar 22 14:20:01 2022	1647933601	0	3246	3246	3246
Tue Mar 22 14:20:26 2022	1647933626	0	3247	3247	3246
Tue Mar 22 14:20:17 2022	1647933617	0	3248	3248	3247
Tue Mar 22 14:20:19 2022	1647933619	0	3249	3249	3248
Tue Mar 22 14:20:04 2022	1647933604	0	3249	3249	3249
Tue Mar 22 14:20:11 2022	1647933611	0	3250	3250	3250
Tue Mar 22 14:20:23 2022	1647933623	0	3251	3251	3251
Tue Mar 22 14:19:50 2022	1647933590	0	3251	3251	3251
Tue Mar 22 14:19:42 2022	1647933582	3	3249	3252	3248
Tue Mar 22 14:20:03 2022	1647933603	0	3252	3252	3251
Tue Mar 22 14:20:04 2022	1647933604	0	3253	3253	3252
Tue Mar 22 14:20:00 2022	1647933600	0	3253	3253	3252
Tue Mar 22 14:20:09 2022	1647933609	0	3253	3253	3253
Tue Mar 22 14:20:16 2022	1647933616	0	3254	3254	3254
Tue Mar 22 14:19:53 2022	1647933593	0	3255	3255	3255
Tue Mar 22 14:19:46 2022	1647933586	0	3255	3255	3255
Tue Mar 22 14:19:50 2022	1647933590	0	3255	3256	3255
Tue Mar 22 14:20:17 2022	1647933617	0	3255	3256	3255
Tue Mar 22 14:20:22 2022	1647933622	0	3256	3256	3255
Tue Mar 22 14:20:13 2022	1647933613	0	3256	3256	3256
Tue Mar 22 14:20:07 2022	1647933607	0	3257	3258	3257
Tue Mar 22 14:20:13 2022	1647933613	0	3258	3258	3257
Tue Mar 22 14:20:04 2022	1647933604	0	3258	3258	3257
Tue Mar 22 14:20:09 2022	1647933609	0	3258	3258	3258
Tue Mar 22 14:19:49 2022	1647933589	0	3259	3259	3258
Tue Mar 22 14:20:23 2022	1647933623	0	3259	3259	3258
Tue Mar 22 14:19:46 2022	1647933586	0	3259	3259	3258
Tue Mar 22 14:20:09 2022	1647933609	0	3259	3259	3258
Tue Mar 22 14:20:03 2022	1647933603	0	3259	3259	3259
Tue Mar 22 14:20:20 2022	1647933620	0	3259	3260	3259
Tue Mar 22 14:19:53 2022	1647933593	0	3259	3260	3259
Tue Mar 22 14:20:28 2022	1647933628	0	3260	3260	3259
Tue Mar 22 14:20:16 2022	1647933616	0	3261	3261	3260
Tue Mar 22 14:20:06 2022	1647933606	0	3261	3261	3260
Tue Mar 22 14:19:49 2022	1647933589	0	3261	3261	3260
Tue Mar 22 14:20:07 2022	1647933607	0	3261	3262	3261
Tue Mar 22 14:20:24 2022	1647933624	0	3261	3262	3261
Tue Mar 22 14:20:11 2022	1647933611	0	3261	3262	3261
Tue Mar 22 14:19:57 2022	1647933597	0	3262	3262	3261
Tue Mar 22 14:20:23 2022	1647933623	0	3262	3262	3262
Tue Mar 22 14:20:15 2022	1647933615	0	3262	3263	3262
Tue Mar 22 14:19:47 2022	1647933587	0	3263	3263	3262
Tue Mar 22 14:20:04 2022	1647933604	0	3265	3265	3264
